_id,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml)
6843fa1f7fe66773fab32f46,"Milk","Dairy",458,8.8,23.6,19.2,7.9,13.4,219,113,"Dinner",500
6843fa1f7fe66773fab32f47,"Coffee","Beverages",463,40.1,28,32.1,2.6,40.1,59,220,"Dinner",997
6843fa1f7fe66773fab32f48,"Coffee","Beverages",484,46.7,23.2,5.3,5.6,43.2,329,31,"Breakfast",570
6843fa1f7fe66773fab32f49,"Yogurt","Dairy",152,14,74.9,6.5,8.7,16.6,424,57,"Snack",577
6843fa1f7fe66773fab32f4a,"Eggs","Meat",421,13.4,74.7,41.8,8,7.1,903,116,"Dinner",192
6843fa1f7fe66773fab32f4b,"Chicken Breast","Meat",194,27.8,32.3,48.4,6.2,4.5,193,202,"Snack",558
6843fa1f7fe66773fab32f4c,"Butter","Dairy",573,25,76.1,16.2,6.7,6.7,279,168,"Lunch",595
6843fa1f7fe66773fab32f4d,"Bread","Grains",436,42.2,64.7,24.5,2.7,36.4,168,5,"Lunch",526
6843fa1f7fe66773fab32f4e,"Banana","Fruits",257,17.4,81.2,10.2,5.6,28.5,392,204,"Snack",769
6843fa1f7fe66773fab32f4f,"Tomato","Vegetables",127,33.2,43.5,25.6,1.2,47.3,813,27,"Dinner",759
6843fa1f7fe66773fab32f50,"Broccoli","Vegetables",422,14.8,92.7,19.1,7.2,16.8,766,243,"Breakfast",297
6843fa1f7fe66773fab32f51,"Chips","Snacks",501,2.1,9.6,48.8,4.7,35.6,805,273,"Dinner",693
6843fa1f7fe66773fab32f52,"Orange","Fruits",513,5.2,19.5,44.8,7.4,16.3,433,185,"Breakfast",963
6843fa1f7fe66773fab32f53,"Oats","Grains",169,49,80,3.8,6.8,6.9,825,255,"Dinner",773
6843fa1f7fe66773fab32f54,"Salmon","Meat",399,36.3,34.9,23.8,3.3,22,858,245,"Dinner",404
6843fa1f7fe66773fab32f55,"Paneer","Dairy",388,3.4,74.1,47.6,0.5,30.8,460,16,"Breakfast",348
6843fa1f7fe66773fab32f56,"Green Tea","Beverages",401,43.1,58.7,43.8,2.8,12.5,839,144,"Dinner",531
6843fa1f7fe66773fab32f57,"Bread","Grains",445,45.3,60,41.4,0.2,12.3,623,148,"Lunch",108
6843fa1f7fe66773fab32f58,"Tomato","Vegetables",137,22.5,40.2,29,8,14.1,254,220,"Lunch",747
6843fa1f7fe66773fab32f59,"Cheese","Dairy",144,33,53.2,22.5,3.1,22,430,143,"Snack",257
6843fa1f7fe66773fab32f5a,"Orange Juice","Beverages",188,11.8,7.5,29.4,0.7,2.5,162,238,"Lunch",444
6843fa1f7fe66773fab32f5b,"Coffee","Beverages",233,23.4,87.6,16.5,4,33.9,119,212,"Breakfast",558
6843fa1f7fe66773fab32f5c,"Orange","Fruits",246,22.6,86.8,12.5,4.5,22.7,519,218,"Snack",126
6843fa1f7fe66773fab32f5d,"Eggs","Meat",113,17,39.3,35.8,5.1,41.8,804,270,"Dinner",981
6843fa1f7fe66773fab32f5e,"Eggs","Meat",494,33.7,71.9,25.9,1.2,9.5,419,38,"Breakfast",351
6843fa1f7fe66773fab32f5f,"Banana","Fruits",477,26.1,97.1,10.8,6.3,3.8,722,286,"Lunch",509
6843fa1f7fe66773fab32f60,"Oats","Grains",455,11.2,76.5,49.1,3.2,43.4,452,77,"Dinner",730
6843fa1f7fe66773fab32f61,"Beef Steak","Meat",308,25.3,43.8,30.8,0.3,17.8,724,219,"Lunch",631
6843fa1f7fe66773fab32f62,"Nuts","Snacks",546,24,49.5,19.6,9.8,20.1,303,96,"Lunch",153
6843fa1f7fe66773fab32f63,"Orange","Fruits",466,28.9,46.8,12.3,1.8,30.4,638,32,"Lunch",423
6843fa1f7fe66773fab32f64,"Popcorn","Snacks",575,28.1,10.4,11.4,6.9,30.4,439,160,"Breakfast",954
6843fa1f7fe66773fab32f65,"Chocolate","Snacks",297,41.3,62.3,18.7,5.5,40.2,802,116,"Lunch",254
6843fa1f7fe66773fab32f66,"Water","Beverages",243,30.7,5.7,36.1,9.5,12.6,93,48,"Lunch",156
6843fa1f7fe66773fab32f67,"Rice","Grains",450,5.7,98.3,7.8,8.5,25.6,180,65,"Dinner",268
6843fa1f7fe66773fab32f68,"Rice","Grains",549,21.8,34.3,2.7,0.8,32.8,468,187,"Dinner",401
6843fa1f7fe66773fab32f69,"Rice","Grains",145,35.5,72.7,48.4,1.9,36.7,750,282,"Snack",281
6843fa1f7fe66773fab32f6a,"Banana","Fruits",587,1.3,49.2,19.2,9.5,34.5,843,207,"Lunch",111
6843fa1f7fe66773fab32f6b,"Paneer","Dairy",214,21.6,88.2,20.3,0.7,16.3,862,82,"Dinner",766
6843fa1f7fe66773fab32f6c,"Oats","Grains",334,12.1,51.4,32,0.3,16.5,633,161,"Lunch",118
6843fa1f7fe66773fab32f6d,"Tomato","Vegetables",263,30.7,24.9,23.9,2.7,15,963,248,"Lunch",187
6843fa1f7fe66773fab32f6e,"Beef Steak","Meat",487,31.2,52.9,26,3.7,4.3,243,219,"Breakfast",126
6843fa1f7fe66773fab32f6f,"Beef Steak","Meat",277,11.1,75.8,13.5,4.1,29.8,304,258,"Lunch",588
6843fa1f7fe66773fab32f70,"Broccoli","Vegetables",277,44.2,82.2,32.6,2.4,10.3,854,13,"Snack",869
6843fa1f7fe66773fab32f71,"Spinach","Vegetables",220,7.9,60.1,8.3,2.2,37.7,937,211,"Snack",298
6843fa1f7fe66773fab32f72,"Quinoa","Grains",56,24.1,79.7,17.6,8.5,37.4,390,105,"Breakfast",398
6843fa1f7fe66773fab32f73,"Rice","Grains",554,31.6,17.2,34,2.7,48.4,500,67,"Snack",414
6843fa1f7fe66773fab32f74,"Butter","Dairy",409,40.2,42.3,13.6,1.6,47.3,173,115,"Breakfast",796
6843fa1f7fe66773fab32f75,"Chicken Breast","Meat",515,45.8,92.5,3.2,1.7,33.9,400,126,"Snack",673
6843fa1f7fe66773fab32f76,"Bread","Grains",270,49,16.3,37.4,4.1,3,803,258,"Snack",909
6843fa1f7fe66773fab32f77,"Rice","Grains",198,25.1,15.3,2.3,1.1,36.5,536,134,"Snack",581
6843fa1f7fe66773fab32f78,"Butter","Dairy",486,36.5,61.9,30.3,5.3,38.4,606,296,"Breakfast",746
6843fa1f7fe66773fab32f79,"Popcorn","Snacks",416,49.5,45.5,34.1,3.1,43,50,150,"Snack",109
6843fa1f7fe66773fab32f7a,"Cookies","Snacks",450,32,31.3,7.7,9.2,6.6,520,238,"Dinner",791
6843fa1f7fe66773fab32f7b,"Pasta","Grains",478,17,13.3,31.3,7.3,41.5,508,87,"Snack",808
6843fa1f7fe66773fab32f7c,"Coffee","Beverages",283,8.5,14.5,13.8,2.2,27.2,761,61,"Breakfast",274
6843fa1f7fe66773fab32f7d,"Milk","Dairy",586,2.5,51.6,17.2,5.8,8.6,473,253,"Breakfast",308
6843fa1f7fe66773fab32f7e,"Chips","Snacks",515,21.8,28.1,20.2,4.7,47.9,699,112,"Snack",857
6843fa1f7fe66773fab32f7f,"Rice","Grains",325,14.9,53.7,31.2,4.3,44.8,85,80,"Dinner",979
6843fa1f7fe66773fab32f80,"Orange Juice","Beverages",314,4.6,30.6,32.7,2.4,34,0,49,"Dinner",673
6843fa1f7fe66773fab32f81,"Nuts","Snacks",165,3.1,97.3,31.2,6.3,32.4,750,206,"Dinner",307
6843fa1f7fe66773fab32f82,"Popcorn","Snacks",278,17.2,67.7,3.8,9,42.1,777,130,"Breakfast",243
6843fa1f7fe66773fab32f83,"Eggs","Meat",553,10.5,54,33.8,6.7,45.8,926,11,"Dinner",242
6843fa1f7fe66773fab32f84,"Apple","Fruits",595,23.5,18.2,30.1,1.9,9.9,788,48,"Lunch",541
6843fa1f7fe66773fab32f85,"Coffee","Beverages",371,46.4,95.3,6.1,3.2,1,80,148,"Snack",394
6843fa1f7fe66773fab32f86,"Chicken Breast","Meat",235,13.1,82,23.4,1.7,22.5,421,222,"Snack",766
6843fa1f7fe66773fab32f87,"Pasta","Grains",341,26.1,7.8,18.8,4.5,10.5,5,56,"Dinner",694
6843fa1f7fe66773fab32f88,"Strawberry","Fruits",57,20.1,22.7,49.9,7.6,25.5,733,35,"Dinner",671
6843fa1f7fe66773fab32f89,"Paneer","Dairy",216,3.2,39.6,17.7,1.1,45.4,76,174,"Breakfast",616
6843fa1f7fe66773fab32f8a,"Strawberry","Fruits",331,28.3,93.4,19.8,5.2,34.5,392,113,"Dinner",798
6843fa1f7fe66773fab32f8b,"Broccoli","Vegetables",585,25.6,83.5,41.3,3.7,44.1,778,158,"Dinner",852
6843fa1f7fe66773fab32f8c,"Rice","Grains",494,41.8,16.1,36.2,0.6,6.3,112,99,"Breakfast",985
6843fa1f7fe66773fab32f8d,"Water","Beverages",289,20.6,79.3,2.6,5.2,7,413,42,"Breakfast",285
6843fa1f7fe66773fab32f8e,"Apple","Fruits",193,26.3,99.3,24.4,8.3,26.5,99,187,"Breakfast",904
6843fa1f7fe66773fab32f8f,"Milkshake","Beverages",148,49.6,78,36,4.5,16.6,81,9,"Lunch",912
6843fa1f7fe66773fab32f90,"Coffee","Beverages",423,40.6,67,42.5,3.5,7.9,656,94,"Dinner",806
6843fa1f7fe66773fab32f91,"Apple","Fruits",525,48.8,57.9,21.7,5.1,30,476,46,"Dinner",192
6843fa1f7fe66773fab32f92,"Chips","Snacks",456,8,68,18.8,9.4,31.4,480,192,"Breakfast",599
6843fa1f7fe66773fab32f93,"Milkshake","Beverages",434,43.8,57.6,4.9,8.8,41.3,186,115,"Breakfast",659
6843fa1f7fe66773fab32f94,"Banana","Fruits",597,21.6,35.3,14.2,3.1,37.3,753,226,"Lunch",249
6843fa1f7fe66773fab32f95,"Pork Chop","Meat",571,1.8,23.1,16,0.6,14.3,511,151,"Breakfast",457
6843fa1f7fe66773fab32f96,"Yogurt","Dairy",313,12.8,50.1,40.9,7.4,29,646,192,"Lunch",582
6843fa1f7fe66773fab32f97,"Orange","Fruits",246,12.7,27.5,44.9,0.5,6.8,858,132,"Breakfast",388
6843fa1f7fe66773fab32f98,"Broccoli","Vegetables",229,23.9,74.3,46.8,7.2,12.1,62,226,"Dinner",170
6843fa1f7fe66773fab32f99,"Paneer","Dairy",237,20.2,98.6,24.1,4.7,26.6,411,209,"Lunch",974
6843fa1f7fe66773fab32f9a,"Nuts","Snacks",60,11.4,68.9,23.7,5.8,27.4,586,112,"Lunch",638
6843fa1f7fe66773fab32f9b,"Strawberry","Fruits",525,9.5,34.6,14.6,1.3,40.3,818,249,"Breakfast",622
6843fa1f7fe66773fab32f9c,"Spinach","Vegetables",538,29.6,96.9,3.8,3.3,33.6,101,59,"Snack",747
6843fa1f7fe66773fab32f9d,"Carrot","Vegetables",346,27.8,71.1,45.3,0.8,40.1,292,287,"Snack",438
6843fa1f7fe66773fab32f9e,"Water","Beverages",436,22.5,78.5,3.6,4.2,46.1,252,212,"Snack",861
6843fa1f7fe66773fab32f9f,"Popcorn","Snacks",370,6.6,79,47.1,2.5,12.7,918,213,"Breakfast",722
6843fa1f7fe66773fab32fa0,"Yogurt","Dairy",159,9.5,71.5,40.4,5.2,7.2,544,110,"Snack",621
6843fa1f7fe66773fab32fa1,"Beef Steak","Meat",84,47.3,80.9,8.3,0.5,48.6,956,250,"Dinner",883
6843fa1f7fe66773fab32fa2,"Coffee","Beverages",488,47,52.6,36.1,0.8,41.6,264,237,"Snack",779
6843fa1f7fe66773fab32fa3,"Carrot","Vegetables",588,14.1,54.6,33,4.4,11.7,935,267,"Breakfast",191
6843fa1f7fe66773fab32fa4,"Coffee","Beverages",178,28.2,47.9,13.8,10,2,620,84,"Lunch",672
6843fa1f7fe66773fab32fa5,"Butter","Dairy",192,4.5,18.7,10.3,2.1,6,630,58,"Lunch",617
6843fa1f7fe66773fab32fa6,"Milkshake","Beverages",471,23.6,80.4,45.7,4.2,4.2,550,224,"Dinner",701
6843fa1f7fe66773fab32fa7,"Apple","Fruits",245,40.6,31.2,6.8,1.8,24.6,768,28,"Breakfast",801
6843fa1f7fe66773fab32fa8,"Popcorn","Snacks",260,17.8,96,6.8,4.8,38.3,472,298,"Dinner",438
6843fa1f7fe66773fab32fa9,"Potato","Vegetables",427,20,90.8,11.4,2.3,29.5,346,250,"Dinner",443
6843fa1f7fe66773fab32faa,"Banana","Fruits",191,10.3,46.8,25.2,3.1,13.9,722,291,"Lunch",958
6843fa1f7fe66773fab32fab,"Milk","Dairy",140,2.9,63.5,19.6,9.8,22.2,634,35,"Snack",684
6843fa1f7fe66773fab32fac,"Chips","Snacks",372,18.2,47.7,28.6,8.4,10.9,590,187,"Dinner",708
6843fa1f7fe66773fab32fad,"Yogurt","Dairy",242,44.5,25,38.2,9.8,35.9,914,295,"Dinner",694
6843fa1f7fe66773fab32fae,"Cheese","Dairy",87,10.3,74.2,39.7,4.9,15.1,59,26,"Snack",923
6843fa1f7fe66773fab32faf,"Carrot","Vegetables",213,32.4,49,21.5,6.7,32.3,479,208,"Dinner",975
6843fa1f7fe66773fab32fb0,"Eggs","Meat",269,23.4,84.6,28.1,3.6,3.3,413,221,"Breakfast",767
6843fa1f7fe66773fab32fb1,"Orange Juice","Beverages",277,10.7,64.5,23,9.1,42.3,613,21,"Breakfast",686
6843fa1f7fe66773fab32fb2,"Orange Juice","Beverages",336,29.6,99.7,25.4,0.5,11.3,237,95,"Lunch",161
6843fa1f7fe66773fab32fb3,"Pork Chop","Meat",160,49.8,50.9,40.8,2.9,8.9,434,114,"Dinner",106
6843fa1f7fe66773fab32fb4,"Rice","Grains",254,46.5,46.1,49.7,7.7,22.8,725,42,"Snack",116
6843fa1f7fe66773fab32fb5,"Rice","Grains",449,8.5,40.3,48.3,4.7,6.4,555,3,"Snack",729
6843fa1f7fe66773fab32fb6,"Oats","Grains",495,29.5,93.4,18.7,9.5,33.8,951,218,"Lunch",420
6843fa1f7fe66773fab32fb7,"Banana","Fruits",150,26.9,6,22.2,1.6,8.8,611,286,"Lunch",105
6843fa1f7fe66773fab32fb8,"Carrot","Vegetables",335,24.7,57,4.1,5.3,2.5,212,19,"Dinner",697
6843fa1f7fe66773fab32fb9,"Butter","Dairy",298,6,90.9,34,4.5,21.4,766,42,"Dinner",170
6843fa1f7fe66773fab32fba,"Rice","Grains",303,2,9.7,49.4,9.1,3.8,824,241,"Snack",805
6843fa1f7fe66773fab32fbb,"Strawberry","Fruits",335,26.1,88.4,5.2,1.1,49.7,391,19,"Lunch",258
6843fa1f7fe66773fab32fbc,"Broccoli","Vegetables",401,28.3,21.5,10.5,0.3,45,99,84,"Dinner",817
6843fa1f7fe66773fab32fbd,"Potato","Vegetables",120,40.1,38.9,21.9,4.7,4.3,168,187,"Lunch",137
6843fa1f7fe66773fab32fbe,"Chicken Breast","Meat",74,6.7,63.4,25.2,7.9,43.9,165,270,"Snack",604
6843fa1f7fe66773fab32fbf,"Green Tea","Beverages",598,9.2,35.1,34.9,4.9,18.6,673,88,"Lunch",427
6843fa1f7fe66773fab32fc0,"Popcorn","Snacks",337,46.3,62.9,5.9,8.6,18.2,690,261,"Dinner",716
6843fa1f7fe66773fab32fc1,"Coffee","Beverages",538,42.3,98.2,27.5,0.4,40.3,871,166,"Snack",501
6843fa1f7fe66773fab32fc2,"Pork Chop","Meat",393,32,94,28.7,3.2,17.3,329,113,"Dinner",385
6843fa1f7fe66773fab32fc3,"Salmon","Meat",299,39.8,70.2,20.3,5.2,45.4,942,202,"Snack",732
6843fa1f7fe66773fab32fc4,"Nuts","Snacks",267,19,7.6,21.8,7.5,3.9,864,105,"Lunch",245
6843fa1f7fe66773fab32fc5,"Orange Juice","Beverages",336,33.8,40.5,19,4.1,8.1,928,208,"Snack",770
6843fa1f7fe66773fab32fc6,"Butter","Dairy",447,39.7,72.2,14.4,7.8,4.2,924,144,"Lunch",970
6843fa1f7fe66773fab32fc7,"Cheese","Dairy",300,41.3,76.3,11.7,9.8,47,61,47,"Snack",969
6843fa1f7fe66773fab32fc8,"Potato","Vegetables",346,17.9,25.6,30.4,5.1,48.1,827,43,"Lunch",388
6843fa1f7fe66773fab32fc9,"Popcorn","Snacks",334,17.3,41.5,26,0.7,21.3,774,193,"Lunch",710
6843fa1f7fe66773fab32fca,"Bread","Grains",406,7.3,82.5,36.6,1.8,36.5,920,129,"Snack",280
6843fa1f7fe66773fab32fcb,"Water","Beverages",263,24.3,34,6.5,0.1,46,750,243,"Lunch",988
6843fa1f7fe66773fab32fcc,"Oats","Grains",351,38.3,97.3,18.9,4.1,13.2,976,66,"Snack",814
6843fa1f7fe66773fab32fcd,"Paneer","Dairy",171,6.6,30,29.4,5.7,44,342,193,"Dinner",359
6843fa1f7fe66773fab32fce,"Orange","Fruits",52,30.7,85.4,10,9.5,25.1,24,248,"Snack",269
6843fa1f7fe66773fab32fcf,"Tomato","Vegetables",77,15.4,10.8,24.9,7.4,1.4,555,190,"Breakfast",253
6843fa1f7fe66773fab32fd0,"Popcorn","Snacks",315,21.2,64.9,33.1,4.3,24.9,187,291,"Lunch",267
6843fa1f7fe66773fab32fd1,"Chicken Breast","Meat",542,7.9,80.1,19.8,9.7,13.7,211,67,"Dinner",345
6843fa1f7fe66773fab32fd2,"Banana","Fruits",273,34.3,82.5,16.5,8.3,45.6,145,158,"Lunch",922
6843fa1f7fe66773fab32fd3,"Carrot","Vegetables",282,6.7,72.5,45.6,8.8,19.6,858,115,"Breakfast",945
6843fa1f7fe66773fab32fd4,"Quinoa","Grains",532,25.3,90.1,19.7,1,47.8,892,187,"Lunch",523
6843fa1f7fe66773fab32fd5,"Bread","Grains",179,45.7,11.2,7.6,4.8,4.9,66,225,"Lunch",304
6843fa1f7fe66773fab32fd6,"Pasta","Grains",349,43.5,8.5,38.1,2.9,12.9,336,273,"Dinner",888
6843fa1f7fe66773fab32fd7,"Broccoli","Vegetables",576,1,29.2,32.8,3.3,43.9,680,156,"Lunch",379
6843fa1f7fe66773fab32fd8,"Orange","Fruits",579,32.4,29.6,15.7,4.5,32.1,13,234,"Dinner",138
6843fa1f7fe66773fab32fd9,"Chicken Breast","Meat",459,25.6,61.7,36.9,1.1,10.7,735,253,"Breakfast",367
6843fa1f7fe66773fab32fda,"Milkshake","Beverages",138,2.1,94,42.6,0.3,44.4,562,272,"Lunch",658
6843fa1f7fe66773fab32fdb,"Cookies","Snacks",409,26,52.1,16.5,1,38.5,253,71,"Breakfast",863
6843fa1f7fe66773fab32fdc,"Chicken Breast","Meat",436,18.3,43,39,7.2,4.9,956,260,"Snack",771
6843fa1f7fe66773fab32fdd,"Rice","Grains",485,19.1,83,46.5,6.8,4.1,384,279,"Lunch",809
6843fa1f7fe66773fab32fde,"Coffee","Beverages",237,20.6,47.6,6.6,8.4,30.5,543,221,"Breakfast",736
6843fa1f7fe66773fab32fdf,"Oats","Grains",375,26.1,28.7,19.5,3.4,14.7,225,122,"Breakfast",524
6843fa1f7fe66773fab32fe0,"Nuts","Snacks",125,42.3,57.4,42.6,2.5,21.6,812,150,"Dinner",595
6843fa1f7fe66773fab32fe1,"Milkshake","Beverages",527,21.2,58.3,48.1,1.3,30.7,175,81,"Lunch",302
6843fa1f7fe66773fab32fe2,"Bread","Grains",398,47.1,40.8,27.4,7.2,40.3,338,151,"Dinner",962
6843fa1f7fe66773fab32fe3,"Salmon","Meat",356,5.5,56,28.6,5.1,29.9,839,194,"Breakfast",932
6843fa1f7fe66773fab32fe4,"Butter","Dairy",524,27.5,23.4,11.6,1.7,39.5,706,165,"Lunch",112
6843fa1f7fe66773fab32fe5,"Strawberry","Fruits",271,49.6,8.5,8.9,5.4,9,72,189,"Dinner",237
6843fa1f7fe66773fab32fe6,"Nuts","Snacks",545,48.7,5.6,47.4,3.9,20.6,309,270,"Snack",807
6843fa1f7fe66773fab32fe7,"Cookies","Snacks",270,36.5,24.5,5,0.5,4.1,277,208,"Lunch",843
6843fa1f7fe66773fab32fe8,"Pork Chop","Meat",281,30.3,59.4,48.4,8.3,42,511,273,"Dinner",358
6843fa1f7fe66773fab32fe9,"Nuts","Snacks",444,17.1,64.5,30,4,32.6,376,183,"Dinner",330
6843fa1f7fe66773fab32fea,"Nuts","Snacks",101,23.6,83.2,18.5,1.1,30.1,947,25,"Dinner",935
6843fa1f7fe66773fab32feb,"Milkshake","Beverages",423,4.6,62.7,38.6,3,35.2,838,191,"Dinner",396
6843fa1f7fe66773fab32fec,"Apple","Fruits",441,47,27.5,10.1,1.3,32.8,686,148,"Lunch",327
6843fa1f7fe66773fab32fed,"Butter","Dairy",325,32.8,89.9,21,6.6,49.3,317,10,"Lunch",196
6843fa1f7fe66773fab32fef,"Nuts","Snacks",395,41.6,90.8,19.8,4.3,21.6,428,112,"Dinner",505
6843fa1f7fe66773fab32ff0,"Potato","Vegetables",456,24.8,13.5,33.7,7.1,43.4,503,282,"Breakfast",820
6843fa1f7fe66773fab32ff1,"Rice","Grains",52,9.6,62.5,34.8,1.3,16.2,726,126,"Snack",292
6843fa1f7fe66773fab32ff2,"Chips","Snacks",457,2.4,95.5,24.8,9.6,45.6,200,90,"Dinner",644
6843fa1f7fe66773fab32ff3,"Paneer","Dairy",403,41,53.2,18.2,9.4,19.8,547,180,"Dinner",793
6843fa1f7fe66773fab32ff4,"Broccoli","Vegetables",174,23.2,40.1,49.3,6.5,28.1,142,253,"Dinner",881
6843fa1f7fe66773fab32ff5,"Chips","Snacks",263,4.6,75.2,43.5,3.4,44.4,300,184,"Snack",937
6843fa1f7fe66773fab32ff6,"Orange Juice","Beverages",599,46.2,27.1,31.9,4.4,27.2,355,195,"Dinner",621
6843fa1f7fe66773fab32ff7,"Tomato","Vegetables",60,1.2,64.7,10.2,6.8,36.2,790,71,"Snack",572
6843fa1f7fe66773fab32ff8,"Pasta","Grains",524,30.3,91.5,33.7,0.8,5.9,669,162,"Dinner",252
6843fa1f7fe66773fab32ff9,"Orange","Fruits",588,30.8,55.6,23.3,3.7,29.1,874,80,"Lunch",846
6843fa1f7fe66773fab32ffa,"Bread","Grains",387,48.4,82.9,20,1.5,31.4,930,51,"Dinner",165
6843fa1f7fe66773fab32ffb,"Grapes","Fruits",334,4.9,88.6,8.1,3.5,14.2,313,24,"Breakfast",255
6843fa1f7fe66773fab32ffc,"Bread","Grains",256,10.8,65.7,36.8,0.1,27.3,456,210,"Snack",597
6843fa1f7fe66773fab32ffd,"Beef Steak","Meat",136,22.9,22.6,27,8.7,5.2,60,30,"Breakfast",163
6843fa1f7fe66773fab32ffe,"Cheese","Dairy",199,31.2,53.6,26.4,8.2,42,941,250,"Lunch",217
6843fa1f7fe66773fab32fff,"Strawberry","Fruits",560,7.9,86.5,46.2,8.6,14.2,83,171,"Dinner",980
6843fa1f7fe66773fab33000,"Cookies","Snacks",235,48.8,13.9,38.5,5.7,20.1,385,233,"Dinner",249
6843fa1f7fe66773fab33001,"Tomato","Vegetables",344,34.4,85.4,2.6,0.3,42.6,95,235,"Lunch",423
6843fa1f7fe66773fab33002,"Quinoa","Grains",239,27.2,48,37.7,8.5,0.6,936,129,"Lunch",896
6843fa1f7fe66773fab33003,"Eggs","Meat",482,28,90.7,44.8,9,0.9,713,127,"Snack",317
6843fa1f7fe66773fab33004,"Nuts","Snacks",536,12.4,19.7,15,3.7,25,572,78,"Dinner",152
6843fa1f7fe66773fab33005,"Cheese","Dairy",138,13.7,14.7,37.7,6.7,30.5,13,182,"Dinner",479
6843fa1f7fe66773fab33006,"Butter","Dairy",407,36.1,22.9,22.3,8.3,18.6,351,55,"Breakfast",440
6843fa1f7fe66773fab33007,"Coffee","Beverages",474,47.3,45.4,24.8,3.4,15.5,443,152,"Breakfast",505
6843fa1f7fe66773fab33008,"Green Tea","Beverages",512,8.2,82,37.5,6.7,23,119,216,"Dinner",606
6843fa1f7fe66773fab33009,"Strawberry","Fruits",285,46.1,8.7,24.9,5.8,2.7,854,162,"Dinner",873
6843fa1f7fe66773fab3300a,"Beef Steak","Meat",392,8.6,25.9,48.5,9.6,6.7,76,180,"Dinner",308
6843fa1f7fe66773fab3300b,"Chips","Snacks",219,40.9,67.2,37.7,2.5,2.1,760,94,"Breakfast",341
6843fa1f7fe66773fab3300c,"Cookies","Snacks",254,37.1,21.1,5.2,8,35.7,309,194,"Dinner",294
6843fa1f7fe66773fab3300d,"Milkshake","Beverages",123,6.4,75.8,12.1,4.2,6.3,593,246,"Snack",272
6843fa1f7fe66773fab3300e,"Coffee","Beverages",116,15.1,88.5,31.2,3.2,35.2,470,220,"Snack",989
6843fa1f7fe66773fab3300f,"Orange","Fruits",255,21,74.4,47.2,9.8,25.2,158,87,"Dinner",139
6843fa1f7fe66773fab33010,"Yogurt","Dairy",565,44.9,52.5,29.5,8.5,11.5,161,232,"Lunch",825
6843fa1f7fe66773fab33011,"Nuts","Snacks",270,32.6,96.5,5.3,3.1,10.5,828,111,"Snack",693
6843fa1f7fe66773fab33012,"Cookies","Snacks",245,5.1,66,38.4,2.4,16.5,580,26,"Lunch",787
6843fa1f7fe66773fab33013,"Carrot","Vegetables",327,2.7,20.4,15.1,8.8,10.2,536,91,"Dinner",731
6843fa1f7fe66773fab33014,"Potato","Vegetables",441,28,9.9,13.1,8.4,27.9,786,77,"Lunch",855
6843fa1f7fe66773fab33015,"Bread","Grains",312,35.9,9.9,33.7,4.8,47.2,571,175,"Snack",105
6843fa1f7fe66773fab33016,"Water","Beverages",322,18.4,44.1,27.9,3.8,3.7,811,47,"Snack",229
6843fa1f7fe66773fab33017,"Tomato","Vegetables",196,26.2,52.5,35.9,9.3,33.2,89,179,"Lunch",345
6843fa1f7fe66773fab33018,"Cheese","Dairy",183,2.2,23.1,39,7.2,49.3,320,260,"Breakfast",322
6843fa1f7fe66773fab33019,"Chips","Snacks",449,30.3,53.1,49.8,9.9,45.3,622,43,"Lunch",350
6843fa1f7fe66773fab3301a,"Paneer","Dairy",495,38.7,47.3,31.7,0.2,15.1,210,247,"Snack",808
6843fa1f7fe66773fab3301b,"Coffee","Beverages",76,3.1,65.8,16.2,5.1,40.2,441,72,"Breakfast",181
6843fa1f7fe66773fab3301c,"Orange","Fruits",368,26.8,46.9,18.8,8.2,42.1,376,102,"Snack",486
6843fa1f7fe66773fab3301d,"Bread","Grains",282,2.4,98.7,23,7.3,30.7,180,133,"Lunch",553
6843fa1f7fe66773fab3301e,"Milkshake","Beverages",68,22.1,35.2,25.5,3.1,48.7,976,161,"Lunch",887
6843fa1f7fe66773fab3301f,"Strawberry","Fruits",583,5.6,57.7,45.2,6.7,41.2,218,113,"Lunch",511
6843fa1f7fe66773fab33020,"Carrot","Vegetables",555,18.1,38.1,45.8,7.1,25.1,656,43,"Breakfast",144
6843fa1f7fe66773fab33021,"Oats","Grains",71,30.1,85.9,45.6,3.9,29.2,669,68,"Lunch",165
6843fa1f7fe66773fab33022,"Pork Chop","Meat",134,7.7,84.6,33.3,5.1,9.4,71,170,"Lunch",172
6843fa1f7fe66773fab33023,"Chicken Breast","Meat",522,39.1,40.7,42.1,7,39.2,186,66,"Breakfast",853
6843fa1f7fe66773fab33024,"Rice","Grains",502,7.1,59.2,39.8,2.2,15.9,187,0,"Lunch",307
6843fa1f7fe66773fab33025,"Strawberry","Fruits",548,9.4,39.2,14,4.2,29.9,897,130,"Lunch",744
6843fa1f7fe66773fab33026,"Grapes","Fruits",371,31.6,92.1,39,4.3,34.1,27,159,"Lunch",824
6843fa1f7fe66773fab33027,"Beef Steak","Meat",310,12.3,73.1,14.1,3,14.5,556,145,"Breakfast",723
6843fa1f7fe66773fab33028,"Spinach","Vegetables",128,44.6,6.9,27.8,5.1,38.4,876,149,"Lunch",155
